feature_55,feature_51,feature_47,feature_59,feature_30,feature_31,feature_29,feature_5,feature_6,feature_56,Label
24.0167346657765,23.76571237544812,73.65747025456135,75.60073857805419,0.031228356,0.024831984,0.014885795,0.6825008409053533,1.765008582727552,-211.00000000000003,Benign
21.694165578079257,20.148723454732405,67.89633301343531,66.21360069915853,0.023502676,0.018569408,0.008555368,0.7512857050970857,1.4291347722861698,-219.50000000000003,Benign
31.38351959031873,30.351725444577244,97.9892926129527,110.18418753974798,0.029045336,0.03418497,0.008303893,0.4564352102547322,3.157185772000395,-229.50000000000003,Benign
19.80152557072432,20.48449564990268,73.73325542956327,76.15353060957095,0.03215397,0.032488037,0.007432996,0.6884871325406697,1.6901435961820876,-205.00000000000003,Benign
17.96618299267991,18.549042928929477,59.42615065409368,55.80692651091538,0.009179411,0.0070684664,0.0038860573,0.8319767509557247,1.039220712601757,-230.50000000000003,Benign
16.671617739424505,15.52368340584854,39.521043505788846,37.18911318654681,0.010591674,0.0038017381,0.007806862,0.9066150362278032,0.5539180206173457,-210.50000000000003,Benign
19.804543599521992,18.0314324614972,59.81537979139964,57.27049968103753,0.013031022,0.010540506,0.005896899,0.8145309264033815,1.1115426014104846,-220.00000000000003,Benign
34.01274824669541,33.467995267224,107.6771042563083,132.69878594784967,0.024258044,0.02942971,0.008860138,0.3233746439967875,3.9157116166950594,-231.00000000000003,Benign
17.32914985632274,17.83481754664028,49.47695117646545,47.90579131676314,0.015841512,0.008705696,0.0071199588,0.8581979494487172,0.82347922113001,-210.50000000000003,Benign
21.510355039933835,21.339069037796243,71.642254229154,70.79904517950392,0.014296697,0.012277761,0.005827012,0.7463134864182347,1.5133648168441909,-226.00000000000003,Benign
11.696873176419402,10.849968580828666,28.1970089670655,26.49206382121592,0.0052074743,0.002812345,0.0040485407,0.95198817715467,0.2970284099813323,-199.50000000000003,Benign
19.36940340956005,17.888386126501867,51.47294461852632,49.595783005074615,0.016085532,0.008257559,0.010055446,0.847249193143863,0.8859149411307593,-198.0,Benign
21.86404068113321,22.723332695124867,78.66017486729564,80.75655970522435,0.019904446,0.023757461,0.0062422226,0.6696399117029433,1.8933226067151463,-217.00000000000003,Benign
23.326722854687464,21.23542204683123,71.66796004025574,72.83732739414575,0.040017612,0.029434027,0.013650322,0.6963960927268809,1.625144473388348,-214.00000000000009,Benign
20.766194549216216,18.835762108325795,57.33954330937578,56.07070698053032,0.022617744,0.013924803,0.011397411,0.8075739850048285,1.0740681084212684,-204.50000000000003,Benign
20.333855398704507,20.175369867795784,55.58788567865826,53.69097975085011,0.024430877,0.013579844,0.010546049,0.8174872753080246,1.0086682445066577,-203.00000000000009,Benign
13.499291897531188,13.107373271447594,44.48522324500964,43.23661984529723,0.00678047,0.006262517,0.00368845,0.8944697539708282,0.644594941880769,-204.0,Benign
36.38377382447987,34.21392044773968,99.8365006553299,126.55373755921816,0.05864416,0.07896229,0.01907416,0.2995437795718969,3.9499532697331055,-221.50000000000003,Benign
30.569680687389504,29.209024990449564,80.89969665430075,81.76716999300972,0.038592912,0.03656893,0.016088957,0.6183949705107035,2.128593133990739,-220.00000000000003,Benign
21.6562080548033,22.43579599523297,77.24474891504688,78.34729185189377,0.018296173,0.022748856,0.006109884,0.685128845308708,1.811881405194541,-224.00000000000003,Benign
9.466677097263664,10.2393265706411,34.581033984848645,32.49517960813964,0.003799573,0.0048541487,0.0017524562,0.939470222939532,0.3923582517767733,-208.0,Malignant
22.91054170173292,21.692286233945016,69.93098655583788,71.79637360988602,0.03039959,0.020917302,0.012030758,0.7171093448461455,1.586152531680696,-213.00000000000009,Malignant
32.49742202248634,34.582309520068954,113.5820168884222,153.1006203907639,0.012262418,0.014268995,0.0039928863,0.251961661826093,4.313131593270927,-239.00000000000003,Malignant
16.821021504481994,17.08712133718024,48.18588539363505,47.03882707411149,0.013365221,0.0074655437,0.006579801,0.8671462003655821,0.7855158644283577,-214.50000000000003,Malignant
15.600793619937551,15.968896718550289,54.42958309860451,53.47774173824044,0.0061561735,0.004712329,0.004030072,0.856898196175299,0.895400152417446,-229.50000000000003,Malignant
20.17424102805314,20.20717274717504,60.46786425379821,59.99218132204307,0.022580605,0.012237231,0.011298396,0.7897347720922394,1.1882037825246037,-205.00000000000003,Malignant
24.26728316803257,22.81975730703757,68.70080925249297,68.09706301105388,0.025152685,0.017455239,0.01333455,0.732415249951754,1.5137368652860048,-215.00000000000003,Malignant
36.96445313650862,33.72329357833419,103.76108157386145,124.02288205435045,0.030498663,0.043143503,0.008675175,0.3373436832391313,3.751516970557928,-221.50000000000003,Malignant
18.459874283954942,17.11892380389422,57.3468934525427,56.028536281941065,0.014655565,0.016082639,0.0045217387,0.8206784475312606,1.0387540200394243,-215.00000000000003,Malignant
26.745435161300804,26.2634110535842,75.06614667946509,75.42613813517819,0.0285424,0.027017234,0.010827005,0.6835565092856039,1.80910426811514,-222.50000000000009,Malignant
35.94068104088027,34.10963510307048,102.822193585233,126.6673163941161,0.025434723,0.03528228,0.008503836,0.352194321693617,3.814605143789704,-235.00000000000003,Malignant
30.10463219857974,30.67179011989272,107.51009163491324,127.52564623242138,0.016563464,0.01628209,0.0065653594,0.398167913980275,3.5373999873188904,-241.00000000000003,Malignant
36.14317547959792,34.081444961128646,105.22079943428987,136.8616064938976,0.044436686,0.041083355,0.015340998,0.2740922244261522,4.304582932696444,-227.00000000000003,Malignant
14.60519176658199,15.759228621451118,51.96498322236965,50.209565265991806,0.008786074,0.0065855975,0.003609414,0.8657677526888321,0.8338701621250568,-223.00000000000009,Malignant
17.812964359696217,18.39432302801356,62.55043940163209,60.97753625625435,0.023110734,0.018005628,0.007503696,0.7867298807615686,1.2126597795905718,-205.50000000000003,Malignant
5.698858626804572,5.644376473383727,19.40615110861169,17.859086280875903,0.0021477565,0.0013500184,0.0016108174,0.9797631624743188,0.1380420847159218,-192.00000000000003,Malignant
17.66325480962553,17.50017887664277,47.06305353929243,44.672550628435296,0.011090589,0.0077776103,0.0048432583,0.877358128578101,0.7482124612792906,-216.50000000000003,Malignant
30.96964004585291,28.475779699609387,93.45561608481248,108.69854211505408,0.08481223,0.052984405,0.035322938,0.4153331549210715,3.127335191374115,-212.00000000000003,Malignant
22.52517916514719,23.167283345900447,75.17661175000268,77.22543055580803,0.030411674,0.0296732,0.0108421305,0.6764920243406608,1.7986025062576436,-211.50000000000003,Malignant
32.4475009001158,31.723554665406272,107.67867381124732,123.38525864593124,0.013357045,0.017524146,0.0052274787,0.4196030440984988,3.375683795407868,-237.00000000000003,Malignant
5.634614120558913,5.43861988943577,18.80616158516509,17.16520988006399,0.0019320933,0.0016407459,0.0008893763,0.9817343784964392,0.1276354658137069,-191.50000000000003,Normal
9.234287357559886,9.501952874084658,19.161298786204878,18.523220514694216,0.0015502609,0.0025172555,0.0006293139,0.9773082955201652,0.156449955858502,-193.50000000000009,Normal
6.530824847049959,7.291062543428353,25.15577247170838,23.883025245792105,0.0011687757,0.0014148337,0.0006151451,0.9704144576914906,0.2118977117676473,-225.00000000000003,Normal
8.291887910740044,8.353810861252162,16.204881500691727,15.058773347449096,0.001302936,0.00039854512,0.0025752145,0.982526822968292,0.1143202575975818,-195.00000000000003,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,Normal
4.881750736668246,6.1664504017095645,22.575162695036763,20.811602973700985,0.0017357543,0.0014439018,0.0008294755,0.9751892908808362,0.1724735154643016,-103.0,Normal
0.7070096727893443,0.7070096727893443,0.7070096727893443,0.7070096727893443,0.0,0.0,1.5259022e-05,0.9999387268981584,0.000534222621857,-90.5,Normal
10.867920586694062,12.393328309105126,38.134798773093,35.73809561564995,0.0040611927,0.0045435564,0.0013381707,0.9276063758765036,0.4609175438941859,-212.00000000000003,Normal
15.134412711390857,14.496100173840585,37.1679611853398,34.03685474271777,0.0027028844,0.0026873506,0.001025232,0.9342794045371674,0.4370697765009331,-216.00000000000003,Normal
10.481074446094455,11.980218217378528,22.44209738562287,19.89795086270369,0.0030611341,0.0014151977,0.0023843006,0.9697241704897532,0.2029544284841751,-197.00000000000003,Normal
14.645847972102423,14.759709479005728,45.00424786492582,41.97992420770681,0.0063482965,0.0020690744,0.004216523,0.9014070267257488,0.6131523167371505,-224.50000000000003,Normal
5.192882532359135,3.1056442005749934,14.128674839275932,13.377664244111225,0.0017140814,0.0005509547,0.00071930204,0.9885452095685854,0.0791811211172744,-189.50000000000003,Normal
6.70785379885521,6.15362819032478,29.516970772638818,29.05037335162604,0.002670905,0.0025782725,0.0010343968,0.954850173475008,0.2946156347954246,-209.0,Normal
6.5122192247123145,8.510482801423013,30.88268302366337,28.835861887040764,0.00417309,0.0031220897,0.0017001479,0.9519490449605472,0.316341408842672,-204.50000000000003,Normal
3.1813105286962435,3.765432676250508,8.555827957878591,8.327276980163,0.00032083585,0.0,0.00093195174,0.995287961567516,0.0328367402474507,-91.50000000000004,Normal
1.41414175252752,1.4141427193196183,5.364887994219517,5.366566990623929,0.00018318932,0.0,0.00027478396,0.99828511157067,0.0133433819529153,-90.5,Normal
10.20507759860827,8.904438679321773,33.93785740858887,32.34866532441431,0.0096144015,0.00144449,0.006927339,0.9319517774629577,0.3828850965978664,-191.50000000000003,Normal
3.4252208829922526,3.1144095683212845,5.29546936199037,5.104071833538883,0.00016794149,0.0,0.0003969526,0.9977954519257918,0.0163831229525028,-182.50000000000003,Normal
7.78307337922013,7.076146466101384,14.500746426197043,13.590297321887489,0.0019143831,0.00042882183,0.0013477257,0.9856544946936724,0.096819078153552,-186.00000000000003,Normal
